DT_AGG,DT_FILTER,DT_TYPE,MERCH_CLASSIFICATION1,MERCH_CLASSIFICATION2,CATEGORY_LEVEL1,CATEGORY_LEVEL2,CATEGORY_LEVEL3,MANUFACTURER_NAME,PARENT_COMPANY,CAMPAIGNS,SKUS,ZONE_ID,AD_TYPE,SOURCE,PAGE_TYPE,SLOT_NAME,BUDGET_DAILY,BUDGET_MONTHLY,BUDGET_LIFETIME,BUDGET_TOTAL_DAILY,IMPRESSIONS,CLICKS,REVENUE,QUANTITY,LTV_QUANTITY,DIRECT_SALES,LTV_SALES,QUANTITY_24H,DIRECT_24H,LTV_QUANTITY_24H,LTV_SALES_24H,REQUESTS,REQUEST_FILLED,REQUESTED_ADS,SELECTED_ADS,BUDGET_GOAL,TARGET_GOAL,API_PARTNER
2026-01-03,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Yellowstone Co","Yellowstone Co",861357285,248209,321456,"Sponsored Brand Video",NMA,Search,"22130 : SPONSORED_BRAND_NMA_VIDEO_SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Evergreen Brands","Evergreen Brands",762124163,370150,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",3,"","",1,2,9.03,17.74,1.00,9.03,2,18,"","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Bulk,"Presentation Supplies",Posters,XL,"Oakwood Industries","Oakwood Industries",861196187,870766,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Compact,"Zephyr Products","Evergreen Brands",749585697,67459,315394,"Sponsored Brand",SFW,Browse,"22085 : SPONSORED_BRAND_BROWSE_ATF_SLOT","","","","","","","",1,5,77.48,359.67,1.00,77.48,5,360,"","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Evergreen Brands","Evergreen Brands",762124163,174339,315394,"Sponsored Brand",SFW,Browse,"22085 : SPONSORED_BRAND_BROWSE_ATF_SLOT","","","","",37,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Evergreen Brands","Evergreen Brands",762124163,579278,315393,"Sponsored Brand",SFW,Search,"22080 : SPONSORED_BRAND_SEARCH_ATF_SLOT","","","","",14,2,4.59,2,4,11.98,20.84,2.00,11.98,4,21,"","","","","","",""
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Evergreen Brands","Inlet Trading",751324418,364054,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",233,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Deluxe,"Starlight Co","Starlight Co",750603801,1073790,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",881,26,56.82,2,2,40.00,56.77,2.00,40.00,2,56,"","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Evergreen Brands","Evergreen Brands",833583480,363941,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Unity Brands","Unity Brands",730903899,295873,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",64,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Starlight Co","Evergreen Brands",795179385,1616622,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",11,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Starlight Co","Evergreen Brands",795179385,1712630,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Classic,"Starlight Co","Starlight Co",743169675,80485,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","","","","",1,4,62.97,263.29,1.00,62.97,4,263,"","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Zephyr Products","Vanguard Corp",862055798,208275,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Standard,"Writing Instruments",Envelopes,Classic,"Starlight Co","Starlight Co",852287749,105064,321457,"Sponsored Brand Video",NMA,Deals,"22135 : SPONSORED_BRAND_NMA_VIDEO_DEALS_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Business Essentials",Standard,"Writing Instruments",Envelopes,Classic,"Starlight Co","Starlight Co",852287749,69769,321457,"Sponsored Brand Video",NMA,Deals,"22135 : SPONSORED_BRAND_NMA_VIDEO_DEALS_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Horizon Products","Horizon Products",825624351,550758,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",6,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Premium,"Writing Instruments",Pencils,Economy,"Unity Brands","Unity Brands",861633129,173555,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Premium,"Paper Products",General,Classic,"Evergreen Brands","Oakwood Industries",861816529,220502,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,647902,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,647590,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Unity Brands","Unity Brands",730903899,845454,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",1,"","",1,4,52.99,184.24,1.00,52.99,4,184,"","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",861682527,1659246,321453,"Sponsored Brand Video",SFW,Search,"22115 : SPONSORED_BRAND_VIDEO_SEARCH_ATF_SLOT","","","","",26,1,1.50,"","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Pinnacle Supply","Yellowstone Co",746313813,1022638,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",3,1,2.75,1,3,29.99,78.00,1.00,29.99,3,78,"","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Westfield Corp","Westfield Corp",808592447,1262702,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Westfield Corp","Westfield Corp",808592447,1262702,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Business Essentials",Bulk,"Breakroom Supplies",Coffee,Modern,"Zephyr Products","Zephyr Products",862002272,3542246,315393,"Sponsored Brand",SFW,Search,"22080 : SPONSORED_BRAND_SEARCH_ATF_SLOT","","","","",23,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Deluxe,"Yellowstone Co","Yellowstone Co",861255247,55618,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","","","","",1,1,16.99,24.46,1.00,16.99,1,24,"","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Deluxe,"Starlight Co","Starlight Co",862073858,195571,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Yellowstone Co","Yellowstone Co",751970729,976726,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Oakwood Industries",861822688,1810326,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Yellowstone Co","Yellowstone Co",751970729,976878,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Standard,"Starlight Co","Starlight Co",752015842,1518750,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Golden Gate Co","Golden Gate Co",849431098,159324,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",7,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Starlight Co","Starlight Co",861729068,654974,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Golden Gate Co","Golden Gate Co",849431098,2264086,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",5,"","",1,2,21.83,41.00,1.00,21.83,2,41,"","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Bulk,"Breakroom Supplies",Coffee,Standard,"Evergreen Brands","Evergreen Brands",861650311,812494,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Inlet Trading","Inlet Trading",848418336,819318,315393,"Sponsored Brand",SFW,Search,"22080 : SPONSORED_BRAND_SEARCH_ATF_SLOT","","","","",18,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Starlight Co","Starlight Co",861729068,519278,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Premium Office",Premium,"Paper Products",General,Classic,"Yellowstone Co","Redwood Corp",802405349,157021,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Premium,"Yellowstone Co","Yellowstone Co",861895348,1087454,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",53,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",759205944,136947,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",759205944,660806,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",53,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Bulk,"Cleaning Supplies",General,Mini,"Apex Industries","Apex Industries",861908100,1913662,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",10,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments",Pencils,Economy,"Unity Brands","Unity Brands",748482200,239520,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Premium,"Paper Products",General,Classic,"Yellowstone Co","Redwood Corp",802405349,157020,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",40,1,3.78,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Business Essentials",Bulk,"Breakroom Supplies",Folders,Compact,"Evergreen Brands","Vanguard Corp",749633739,888782,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Standard,"Starlight Co","Starlight Co",752015842,1518590,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Premium,"Paper Products",Notebooks,Eco,"Ironwood Inc","Ironwood Inc",743183650,207460,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",6,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Evergreen Brands","Evergreen Brands",751944240,315239,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",36,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Bulk,"Paper Products",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",750552982,193098,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",33,"","",1,1,32.99,43.77,1.00,32.99,1,44,"","","","","","",""
2026-01-06,day,Demand,"Premium Office",Bulk,"Paper Products",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",750552982,193104,315393,"Sponsored Brand",SFW,Search,"22080 : SPONSORED_BRAND_SEARCH_ATF_SLOT","","","","",187,1,1.16,"","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Apex Industries","Apex Industries",861162787,328585,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",12,2,1.14,"","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Deluxe,"Starlight Co","Starlight Co",862073858,265050,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",89,1,2.02,"","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Business Essentials",Recycled,"Writing Instruments","Index Cards",Classic,"Oakwood Industries","Evergreen Brands",844577762,338526,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",196,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Oakwood Industries","Yellowstone Co",743194895,299275,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Starlight Co","Evergreen Brands",751953940,154641,"","Sponsored Product","","","",21,"","",21.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Business Essentials",Bulk,"Breakroom Supplies",Coffee,Modern,"Evergreen Brands","Evergreen Brands",755278300,1063558,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",13,1,10.07,"","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Paper Products",General,Classic,"Westfield Corp","Redwood Corp",758404326,277949,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",2,1,0.50,"","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments","Specialty Paper",Deluxe,"Evergreen Brands","Redwood Corp",861716152,115592,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Evergreen Brands","Evergreen Brands",861943211,1691294,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",50,1,1.57,"","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Frontier Goods","Frontier Goods",801135097,178184,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",12,1,3.62,"","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Trident Industries","Trident Industries",830422470,265668,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",283,8,29.96,2,5,107.98,258.22,2.00,107.98,5,258,"","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Frontier Goods","Frontier Goods",801135097,315722,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Yellowstone Co","Redwood Corp",794484740,201995,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
